,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct
1135,14911.0,F,California,34.0,19070.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1136,17228.0,M,Chicago,42.0,19035.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1137,17228.0,M,Chicago,42.0,19036.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1138,17228.0,M,Chicago,42.0,19036.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1139,17228.0,M,Chicago,42.0,19037.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1140,17228.0,M,Chicago,42.0,19037.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1141,17228.0,M,Chicago,42.0,19037.0,2019-01-28,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1142,17228.0,M,Chicago,42.0,19038.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1143,17228.0,M,Chicago,42.0,19039.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1144,17228.0,M,Chicago,42.0,19040.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1145,14829.0,M,California,15.0,19042.0,2019-01-28,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1146,14829.0,M,California,15.0,19044.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1147,14829.0,M,California,15.0,19044.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1148,14829.0,M,California,15.0,19045.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1149,14829.0,M,California,15.0,19047.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1150,14829.0,M,California,15.0,19050.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1151,14829.0,M,California,15.0,19051.0,2019-01-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1152,14829.0,M,California,15.0,19052.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1153,14829.0,M,California,15.0,19053.0,2019-01-28,GGOENEBB079399,Nest Protect Smoke + CO Black Wired Alarm-USA,Nest-USA,1.0,102.13,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1154,14829.0,M,California,15.0,19053.0,2019-01-28,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,102.13,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1155,14829.0,M,California,15.0,19057.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1156,14829.0,M,California,15.0,19058.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1157,14829.0,M,California,15.0,19058.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1158,14829.0,M,California,15.0,19059.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1159,14829.0,M,California,15.0,19059.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1160,17412.0,F,California,19.0,19064.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1161,17412.0,F,California,19.0,19066.0,2019-01-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1162,17412.0,F,California,19.0,19067.0,2019-01-28,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1163,17412.0,F,California,19.0,19069.0,2019-01-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/28/2019,1000.0,993.69,1,ELEC10,10.0
1989,17412.0,F,California,19.0,19061.0,2019-01-28,GGOEGFKQ020799,Google Doodle Decal,Office,1.0,2.47,16.27,Used,0.1,1/28/2019,1000.0,993.69,1,OFF10,10.0
2826,17228.0,M,Chicago,42.0,19041.0,2019-01-28,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53,6.5,Clicked,0.18,1/28/2019,1000.0,993.69,1,SALE10,10.0
2827,17228.0,M,Chicago,42.0,19041.0,2019-01-28,GGOEGHPB071610,Google Twill Cap,Apparel,1.0,11.34,6.5,Clicked,0.18,1/28/2019,1000.0,993.69,1,SALE10,10.0
2828,14829.0,M,California,15.0,19049.0,2019-01-28,GGOEGAAJ080713,Google Men's Around The Block Short Sleeve Tee Ash,Apparel,1.0,16.5,6.5,Not Used,0.18,1/28/2019,1000.0,993.69,1,SALE10,10.0
2829,17412.0,F,California,19.0,19063.0,2019-01-28,GGOEYAYR068626,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,19.59,6.5,Clicked,0.18,1/28/2019,1000.0,993.69,1,SALE10,10.0
3243,17412.0,F,California,19.0,19060.0,2019-01-28,GGOEGBPB021199,Google Slim Utility Travel Bag,Bags,1.0,12.37,6.5,Used,0.18,1/28/2019,1000.0,993.69,1,AIO10,10.0
3503,17412.0,F,California,19.0,19063.0,2019-01-28,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1.0,8.24,6.5,Used,0.18,1/28/2019,1000.0,993.69,1,EXTRA10,10.0
4011,14829.0,M,California,15.0,19054.0,2019-01-28,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,2.0,153.71,8.7,Clicked,0.1,1/28/2019,1000.0,993.69,1,NCA10,10.0
4012,14829.0,M,California,15.0,19054.0,2019-01-28,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1.0,205.3,8.7,Used,0.1,1/28/2019,1000.0,993.69,1,NCA10,10.0
4013,14829.0,M,California,15.0,19054.0,2019-01-28,GGOENEBQ081699,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3.0,107.29,8.7,Clicked,0.1,1/28/2019,1000.0,993.69,1,NCA10,10.0
5359,12779.0,F,California,28.0,48023.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5360,12779.0,F,California,28.0,48024.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5361,12779.0,F,California,28.0,48027.0,2019-12-24,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,80.52,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5362,13113.0,M,New Jersey,44.0,48030.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,151.88,12.99,Not Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5363,13113.0,M,New Jersey,44.0,48034.0,2019-12-24,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5364,13113.0,M,New Jersey,44.0,48034.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5365,13113.0,M,New Jersey,44.0,48035.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5366,13113.0,M,New Jersey,44.0,48037.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,19.99,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5367,13113.0,M,New Jersey,44.0,48037.0,2019-12-24,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,80.52,19.99,Not Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5368,13113.0,M,New Jersey,44.0,48037.0,2019-12-24,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,19.99,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5369,13113.0,M,New Jersey,44.0,48038.0,2019-12-24,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5370,13113.0,M,New Jersey,44.0,48038.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5371,13102.0,F,New York,10.0,48011.0,2019-12-24,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,121.3,6.5,Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5372,16109.0,F,New York,50.0,48004.0,2019-12-24,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,12.99,Not Used,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
5373,17291.0,F,Chicago,14.0,48021.0,2019-12-24,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Clicked,0.1,12/24/2019,4000.0,3749.46,12,ELEC30,30.0
7187,12779.0,F,California,28.0,48025.0,2019-12-24,GGOEGAEB091115,Google Zip Hoodie Black,Apparel,1.0,48.92,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7188,12779.0,F,California,28.0,48025.0,2019-12-24,GGOEGAEJ028115,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,3.47,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7189,12779.0,F,California,28.0,48026.0,2019-12-24,GGOEGAEB091115,Google Zip Hoodie Black,Apparel,1.0,61.15,6.0,Used,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7190,13113.0,M,New Jersey,44.0,48036.0,2019-12-24,GGOEAALB091514,Android Women's Peace Tee Black,Apparel,1.0,22.41,6.0,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7191,13102.0,F,New York,10.0,48008.0,2019-12-24,GGOEGAEC090713,Google Tee Blue,Apparel,1.0,17.93,6.5,Not Used,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7192,13102.0,F,New York,10.0,48008.0,2019-12-24,GGOEGAEH090614,Google Tee Green,Apparel,1.0,17.93,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7193,13102.0,F,New York,10.0,48008.0,2019-12-24,GGOEGAET090512,Google Tee Yellow,Apparel,1.0,17.93,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7194,13102.0,F,New York,10.0,48009.0,2019-12-24,GGOEGAEC090713,Google Tee Blue,Apparel,1.0,17.93,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7195,13102.0,F,New York,10.0,48009.0,2019-12-24,GGOEGAEH090612,Google Tee Green,Apparel,1.0,17.93,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
7196,13102.0,F,New York,10.0,48009.0,2019-12-24,GGOEGAEH090614,Google Tee Green,Apparel,1.0,17.93,6.5,Clicked,0.18,12/24/2019,4000.0,3749.46,12,SALE30,30.0
